Uid,Fold
6131,1
34265,2
5714,5
34267,4
34269,3
34272,5
34273,5
34274,4
32258,5
58089,3
34277,3
34280,4
34281,2
34282,4
23055,1
5939,2
34283,1
34284,2
34286,4
33409,2
34287,3
6671,4
34291,3
34293,4
34295,4
34297,2
34298,4
34302,1
34305,1
34306,2
34308,1
34311,1
41397,5
33720,1
34312,2
22812,5
34313,1
34315,5
34316,2
34317,4
34318,4
34320,3
34321,3
34322,1
34323,4
34325,2
5746,5
34326,4
34330,5
34331,5
34332,5
34333,4
34334,3
34335,5
34336,3
34337,1
34340,2
34341,5
34342,4
34343,1
27413,5
34345,5
52106,5
34346,4
34347,3
14197,4
34348,4
34349,3
34351,1
34352,1
34353,1
34355,2
34356,1
34360,5
34361,3
34365,5
34367,5
34369,2
34370,2
34372,3
34373,1
34374,4
34376,5
8244,4
34378,4
34384,5
34385,1
33906,1
34386,1
34387,3
34388,1
34389,3
34390,4
34391,3
34392,2
34393,4
34394,4
34395,2
34048,5
34396,2
34400,3
34405,5
34406,5
34408,3
34411,3
6129,2
34413,4
34414,3
34415,5
34417,2
34418,4
34419,2
34421,2
34423,2
34425,4
34428,2
34431,4
5157,4
34435,5
34436,1
33512,2
34438,4
34440,2
34441,2
34442,5
34443,1
34444,4
34445,2
34448,3
5226,2
8115,3
34449,2
34450,3
34451,2
34452,4
6832,4
34456,3
34457,4
32892,5
33747,3
34458,3
34460,4
33691,5
34466,5
8958,5
34470,3
34472,2
34475,2
34478,3
34480,1
34481,3
34482,2
32604,3
34483,4
43661,4
4645,5
34484,4
34485,5
34487,2
34489,1
5716,4
34491,5
34493,3
34494,2
34495,4
34496,5
34497,3
34498,1
34499,1
34500,4
34503,1
5909,1
34505,5
34510,5
34512,3
6769,2
34513,2
34514,2
34515,4
34516,5
34517,1
34518,2
33718,1
34519,1
34520,3
34522,5
34524,4
34525,1
34526,5
34527,2
34528,4
7789,5
34531,4
34536,3
34537,4
33323,4
32287,5
34539,4
34540,3
34542,2
34543,5
34158,4
34549,5
34552,4
34554,5
34555,2
5263,4
34557,5
5393,3
34559,3
34561,5
34562,1
34563,1
21922,4
34565,5
3568,5
34270,2
34566,4
34567,5
34568,5
34569,5
19037,3
34571,2
34575,3
34577,3
34579,2
34580,2
34581,3
40387,5
34582,2
34584,2
34585,3
34586,3
34587,5
34588,5
34592,3
34594,4
34596,5
34598,1
34600,3
34603,3
34604,2
11482,3
34607,3
34434,5
34608,4
34610,1
34611,5
34612,2
11695,5
34615,5
34616,4
34618,2
4970,4
34622,3
34624,2
34625,4
4983,5
34629,2
34630,3
34632,3
34633,3
34634,2
34636,5
34638,3
34639,3
34640,1
34641,2
34644,2
5111,4
34651,2
33535,5
34653,3
34656,1
34627,5
31579,3
34658,3
34660,4
34661,5
34663,1
34664,2
34665,1
34666,4
34668,1
34673,2
34674,5
34678,4
34679,2
34680,4
34682,2
18788,3
34683,1
34687,3
34688,1
34690,2
34692,1
8624,5
5568,5
34693,3
34694,1
34695,4
34696,5
34698,2
34700,1
34703,4
34704,5
2334,1
34707,3
34708,1
34709,5
34710,1
34712,1
34714,5
34717,1
34719,2
34721,5
34722,3
34724,1
34725,5
34726,5
34727,3
8532,4
4906,4
34728,2
34729,3
34730,2
34731,4
34736,4
34737,3
34740,1
34743,5
20158,4
34749,1
34750,5
34751,2
34752,1
34753,2
34754,2
34756,4
34757,2
34761,4
34762,1
34763,2
34767,2
34768,4
34769,3
34773,5
34774,1
34775,5
34776,4
34075,5
34778,4
34781,4
34782,2
34744,3
34785,4
34786,1
34787,2
34789,5
34791,3
34793,4
34794,4
34795,2
34796,3
34797,4
34798,2
34799,2
34801,1
34802,5
34804,1
34805,4
34806,1
34807,3
34808,5
34809,3
34811,1
34812,3
34606,1
34817,4
34819,3
34820,3
40636,5
34821,2
34822,2
34823,5
34824,5
34825,5
34826,5
34827,2
34829,2
34832,3
34833,1
34835,4
34299,5
34836,2
34840,4
34841,4
34842,3
34560,5
34848,2
34850,2
34851,2
34852,1
34853,3
34138,5
34854,5
34855,3
34856,4
34857,3
34859,5
34860,1
34862,4
34865,1
34866,1
7783,3
34868,5
34870,1
34871,3
34872,4
34876,2
7259,3
34881,4
34882,5
34885,1
34886,3
34891,1
22590,3
34896,5
34899,1
34900,5
34903,4
34906,1
34908,1
34913,2
34915,2
34917,4
34921,2
34924,2
34925,2
34933,2
34935,5
34938,4
34940,2
34941,5
34942,5
34944,5
34946,1
34949,1
34950,4
34952,5
34953,5
34955,1
34957,2
34959,3
34960,5
34962,2
34964,4
34966,2
34967,1
34973,1
34974,1
34976,4
34977,2
34980,4
34982,5
34984,3
34986,3
34989,3
34991,4
34992,2
34993,4
34994,4
34995,3
34996,4
6906,1
34999,2
35001,3
35004,4
35006,5
35007,4
35008,2
35009,2
35010,5
35011,1
35015,3
35016,2
32946,5
35017,5
35018,4
35019,3
35020,3
19456,4
35021,4
33287,4
35023,4
35024,1
6595,1
35026,5
35028,5
35029,1
35030,4
35033,5
35035,5
34667,4
35040,4
34838,3
35043,4
35041,4
35044,1
35045,4
35046,3
35048,5
35049,5
35052,1
35054,2
35055,3
35056,1
35057,3
8529,5
35058,2
35059,3
35060,1
35061,1
11984,1
7090,4
35068,3
35073,1
35074,4
35075,1
35077,4
35078,3
35082,4
35083,1
35084,4
35091,3
7718,3
35092,5
35094,4
35095,4
35096,1
35100,3
35102,4
35104,1
35105,1
35106,1
35107,2
35108,1
35109,1
35111,4
35112,5
35119,3
35124,1
35127,5
32864,1
35128,4
35132,4
35133,2
35135,3
35138,4
35139,2
35140,1
35141,2
35142,2
35143,4
35144,3
35145,4
35147,4
35148,4
7363,1
35149,2
35150,1
35123,5
35152,5
35153,3
35154,1
8007,4
35155,1
35156,2
35158,5
35159,5
35160,1
35161,2
5330,3
35162,1
35163,3
35164,2
35167,5
7638,2
35168,3
35169,4
35170,3
35171,2
35172,4
35174,4
35175,5
35176,4
35178,1
6903,3
35181,1
33574,2
35182,5
35183,4
35184,2
35185,4
35186,2
35187,1
35188,5
8199,3
19580,2
35189,4
35192,4
35193,1
34300,2
35195,1
35196,2
35197,1
35199,2
35204,4
35206,4
35207,3
35214,2
35215,4
35216,5
35217,3
35218,4
35220,4
17215,5
7391,1
35225,2
35226,3
35227,3
35229,5
35208,2
35230,5
35233,4
35234,2
35235,5
35236,2
35238,3
35239,2
35240,5
35241,5
33148,1
35242,2
35244,4
32900,2
35247,5
35248,1
35211,4
35250,3
35253,2
35254,4
35255,1
35257,4
35258,1
35260,5
35261,5
35262,3
35263,5
35264,1
35265,2
35266,1
35268,3
35269,3
35271,5
5582,1
34839,3
35273,5
27007,2
35275,4
35276,4
35278,4
35279,3
35280,1
35281,4
35282,5
35285,5
35287,4
35288,3
35290,4
35293,5
35295,1
5002,2
6208,5
35296,3
35297,1
49479,3
35298,3
35299,5
21047,5
35304,5
35305,3
35306,5
35309,4
35311,1
35313,3
35314,5
35316,3
35317,3
35319,1
35321,2
35322,2
35323,3
35325,4
35327,4
40843,5
35330,5
35332,5
35333,5
35334,4
48643,2
5891,4
35337,2
35343,2
21228,2
35345,5
35347,1
1523,2
35351,4
35336,5
35353,4
35359,4
35360,5
35361,3
35362,3
35367,1
35368,1
35371,5
35372,5
7750,1
35376,4
35377,5
35381,2
35382,4
35383,1
35385,3
35387,3
35389,1
35392,4
35394,4
35395,2
35398,3
5849,5
35403,4
35404,4
35405,2
35407,4
35408,3
35409,4
35410,5
35412,5
35358,3
5554,1
35415,1
35417,1
35418,4
35420,3
35421,2
35426,1
35428,3
35430,3
35436,5
35437,1
35441,2
35442,3
5268,5
35444,5
35446,1
35447,1
35450,3
35452,5
35456,2
34205,1
6444,2
35457,2
28554,3
35210,5
35462,3
35463,4
35465,5
34230,5
35466,1
35469,1
35471,2
35472,3
35473,1
35475,4
5290,2
35478,3
35479,4
35480,5
35482,4
35483,3
35485,1
35487,4
35488,1
35489,4
35490,5
35492,2
35493,4
35496,1
35498,3
35499,4
34377,4
35505,1
35510,2
55046,1
35511,5
35512,4
35513,2
23532,4
35515,5
35516,2
35518,5
35520,2
35525,3
35527,2
33401,1
34676,3
35532,4
35533,5
33588,3
35536,2
35541,1
35542,4
35544,4
35549,2
35550,4
35551,2
33657,1
35554,4
35555,1
35557,2
35558,2
7728,1
35539,1
13185,3
35561,3
35563,1
35565,5
35569,3
7236,3
35571,2
17572,1
35424,3
35573,4
35574,5
35575,5
35576,5
25030,1
35579,5
16351,2
35581,4
35582,5
35583,1
35584,2
35585,4
35587,1
28240,3
35588,3
35590,5
35592,5
35593,5
35595,4
35597,4
35599,5
35600,5
39967,4
35602,4
35603,5
35606,4
17656,5
35608,4
35610,5
35611,2
35612,1
5356,5
35613,4
35614,2
35615,3
35616,1
6399,1
35617,3
35619,1
35622,2
6207,4
35623,5
35624,2
35625,3
42796,1
35627,5
35629,2
35630,4
33640,4
35633,3
35635,4
35636,5
50692,3
8732,4
35638,1
35640,2
35641,3
35642,4
28700,5
5117,5
35645,4
35647,1
35648,5
35649,3
35655,2
35439,3
34975,4
35658,5
35659,3
35660,1
35669,2
35671,5
35672,3
35674,3
35676,3
35677,5
35678,5
35681,2
35683,1
35685,3
35688,2
35692,2
35694,3
35344,4
35700,1
35701,4
35702,2
35703,2
35704,2
35707,5
35711,4
34401,5
8124,1
35717,5
59717,2
32067,1
35718,4
35719,3
6567,3
35731,4
35732,1
35737,1
35738,4
35739,4
35740,1
35742,3
35744,4
35745,3
8045,5
35746,3
35747,2
35748,1
35750,3
35752,5
35754,5
35755,2
35756,3
32146,4
35757,5
35758,1
35760,2
5395,5
35762,4
35763,1
32545,4
35770,5
35566,1
35773,1
35775,3
35776,3
35780,4
35782,1
35783,2
35785,5
35786,4
35787,4
35790,1
35791,5
35793,1
35795,4
35797,2
35799,2
35803,2
35200,1
35808,3
23746,3
7537,4
35809,2
35813,4
35814,4
35815,5
6274,2
35817,4
35818,4
35820,3
35821,5
35822,5
35825,4
35826,3
35827,3
35828,3
35834,2
35835,4
35836,4
35837,2
35839,1
35841,2
35843,3
35851,1
35855,3
35856,2
35858,4
35861,3
35862,1
35863,2
35864,3
35865,2
35866,5
35870,3
35873,4
35875,5
35879,3
35880,5
35882,3
5706,3
35892,5
35893,3
35895,2
35900,3
35901,5
35902,2
35903,1
33112,5
35904,4
35907,3
35910,1
35912,2
34939,2
35915,3
35916,1
34403,5
35918,4
35927,4
35930,3
35933,4
35934,4
35937,1
35938,4
35939,1
35940,2
35943,3
35944,3
35947,4
35948,4
35778,4
35955,3
35956,2
35959,5
35961,5
35968,4
35969,1
35976,4
35979,1
35980,3
35984,3
35850,1
35988,5
35989,4
7661,2
35993,5
35996,4
35998,4
36002,3
36006,3
7161,1
36013,1
36015,5
36025,2
36026,3
36027,5
36028,4
36035,4
36036,1
36037,3
36039,5
36043,2
36045,4
36046,2
36049,4
36050,5
36052,5
36053,4
36054,5
36056,2
36062,5
36066,1
36067,1
35157,2
36074,2
36076,3
36077,3
36084,1
36087,3
36097,2
36098,2
36100,1
7864,3
6870,5
36105,5
36106,1
36109,5
36111,1
36088,4
36113,5
36114,1
7773,2
36116,3
36117,3
36119,4
5796,4
36121,4
36123,2
17697,4
36125,3
36127,1
36128,1
36129,3
36132,4
36134,4
36144,1
36147,1
36148,5
35812,5
36156,1
36157,2
36158,1
31548,3
36161,4
33583,3
36167,1
7523,4
36176,4
36177,3
36181,1
36183,2
36186,4
36189,5
36190,3
36191,1
36193,4
36197,2
36202,1
36203,3
32910,4
36207,4
36209,2
36211,3
6028,4
36215,3
25982,4
36224,4
32325,4
36250,3
8211,1
36252,4
1168,4
36255,3
36260,1
36265,1
34715,4
36279,1
36283,2
36287,5
36288,4
36290,1
36291,1
36297,5
36301,2
34199,3
7144,5
36317,5
36319,1
36320,1
36326,5
12289,4
36328,1
36330,4
36332,4
6944,4
36334,5
36336,2
5462,5
36352,2
36354,2
36358,4
36360,4
36361,4
51666,5
33023,4
36367,2
36368,2
36370,1
36372,1
36375,3
36381,2
36392,5
36396,4
36397,5
36399,4
36401,3
5563,1
36409,2
36410,3
36423,1
36431,5
36434,2
13630,5
36442,4
36445,2
36446,5
36450,1
36454,2
36460,1
36311,1
36464,5
36467,3
36468,4
36469,2
36475,5
36478,5
36479,1
36480,1
36482,3
36485,4
36489,3
36491,2
32699,3
36494,2
36501,3
36503,2
36507,1
36509,4
36512,5
36484,5
36517,4
36520,3
36521,4
36528,4
36529,5
34492,2
36531,2
36532,3
36535,5
36539,2
36541,5
36542,4
36544,2
36546,3
6492,4
36554,5
19874,5
36557,1
36563,2
36568,1
36222,2
36570,2
36576,2
36577,1
36578,4
36574,4
36581,4
36584,1
36586,4
54776,2
36600,4
36603,2
36605,2
36595,2
28668,5
36611,2
36614,2
36617,4
36618,3
5274,1
36622,2
33908,5
36624,3
36626,4
36632,4
36635,4
36636,3
36637,3
36640,1
36641,4
36643,2
36646,1
36647,3
36648,4
36651,3
36653,2
36657,2
36658,4
36659,2
36667,2
36672,1
36676,4
36677,2
36678,1
36679,4
36681,5
36683,1
35425,3
36684,5
36687,3
36690,1
36692,2
34919,5
36696,3
36697,5
36700,2
36708,4
36711,2
36721,1
36722,2
36724,2
36725,1
36726,5
36730,1
36734,5
36736,1
36737,2
36738,3
36739,2
36744,1
36745,5
36747,3
36749,2
36766,2
36768,1
36770,2
36772,5
36765,5
36777,4
36779,3
35800,3
36783,1
36785,5
36791,2
36793,3
36794,5
36780,2
36795,1
36796,5
36800,2
6071,1
36801,2
36803,4
36807,3
36808,3
33528,4
36814,2
36819,1
36821,2
36822,3
36824,1
36827,4
36828,1
36832,4
36833,3
36834,4
36842,5
36845,2
7126,5
36857,3
36858,4
36859,5
36863,1
36867,1
18108,1
36881,5
36883,4
36886,2
36890,5
36891,1
36893,3
36894,3
36892,5
36895,2
36896,3
36900,1
36901,1
36902,2
36904,5
36908,4
36909,3
36910,1
36911,2
36912,2
36914,3
36702,2
36919,1
36926,4
36931,4
36934,1
36937,5
36940,4
36927,1
36946,2
8837,2
36956,2
36959,3
36961,4
36962,1
36966,4
36975,4
36976,1
36978,4
32835,2
9107,3
36994,4
36995,5
37002,3
37003,1
37007,1
35877,3
34121,1
37010,3
37011,3
37013,2
37014,3
37019,3
37024,2
37031,4
11481,1
37032,4
37033,5
37035,4
37036,2
37037,4
37038,4
24425,5
37043,4
37046,4
37048,2
37049,4
37053,1
37057,3
37052,1
37060,4
32509,5
37064,1
37066,5
37067,5
37068,4
37073,1
37075,3
37076,1
37078,1
37080,5
21160,4
37093,3
37100,2
37103,3
37104,2
37105,5
34943,4
37110,5
37113,5
37120,5
37122,4
37123,4
37125,1
35246,5
36680,2
33673,4
35936,5
37135,5
37136,5
37139,3
35434,5
37140,1
37147,3
37148,1
37150,1
37153,3
37154,2
7423,1
37163,5
37167,1
37168,2
37171,4
37172,4
37173,1
37175,3
37183,1
37185,5
37194,1
37197,4
37198,4
37200,3
37201,4
37087,2
45120,1
37209,1
35087,4
37218,4
37221,5
37224,5
37232,4
37233,5
8500,3
37207,1
37236,5
37237,3
35661,1
37239,5
36897,2
37242,1
37235,4
37244,4
35524,2
36703,2
37252,4
37253,4
37254,2
37258,4
13768,4
37259,4
37261,3
9462,2
37265,5
7389,3
37273,5
35203,3
37274,3
37275,1
37276,5
37279,2
37282,5
37288,3
37289,4
37291,5
37294,3
40018,4
35326,2
37296,2
37297,3
37303,5
37307,1
37308,4
37309,5
5248,5
37311,4
37317,3
37321,1
37322,1
35166,4
37330,5
37331,4
7793,5
37333,4
37335,1
37336,4
37337,3
37334,1
37339,2
37340,2
37341,5
37343,1
50359,1
37344,2
37346,4
37348,1
37350,3
37352,1
6198,2
37354,3
37355,3
37358,5
36756,3
37359,5
37360,5
33730,4
37363,5
37364,3
37367,4
37368,3
37373,3
37374,5
37376,1
37377,4
37379,4
37386,2
5827,1
37375,1
37397,5
37399,1
37400,2
37404,4
37405,3
37407,3
36498,5
37409,4
37411,2
37412,4
58793,3
37418,1
37419,4
37420,3
30772,4
37421,1
37425,1
37428,1
37430,2
37435,2
37436,5
37439,3
37442,5
37443,5
37444,2
37445,2
37446,2
37447,4
37449,5
37450,5
37452,2
37453,4
37457,3
37458,3
37460,2
37461,4
37463,5
49823,4
36843,1
37468,4
37476,5
37479,4
37481,4
37483,4
37484,4
37489,5
37490,2
37492,3
37493,1
37496,1
6483,2
37499,2
37501,5
37503,1
37507,1
6079,3
58160,4
37513,5
37514,3
37517,5
37519,4
37522,1
7372,3
5258,1
37523,1
37525,3
37526,2
13104,4
37528,1
37532,4
37534,2
37540,1
37544,3
37545,4
37546,2
36880,5
37556,4
37558,3
36913,3
34880,4
37562,4
6416,5
37569,5
37563,4
37584,4
37586,5
37589,2
37593,2
37581,1
37598,5
37600,3
37605,3
37607,5
37610,2
37616,5
37617,5
37619,3
37623,4
8720,1
37624,5
37626,3
37629,4
37630,3
37633,4
37634,2
37637,1
37638,4
37643,3
37644,3
37646,4
37649,2
37650,2
37654,4
37655,5
28940,3
37664,1
35682,3
37667,1
37669,3
37670,2
37674,1
37676,2
37680,4
6041,4
37684,5
37685,3
37686,1
37560,4
37691,3
37697,1
36608,2
37701,3
37702,4
37704,1
36465,2
37708,4
37709,4
37712,5
37719,4
13376,3
5260,2
37720,4
37722,2
37724,5
37727,3
37728,2
37731,1
37736,3
37738,1
37739,1
37740,5
37741,1
37744,2
37751,3
37752,4
37754,2
37755,2
37756,5
31675,1
37763,2
37768,4
37772,5
5868,4
37774,1
37778,1
37785,1
53633,3
37791,4
37792,4
36322,2
37797,5
37801,4
37802,5
37811,3
37815,3
37816,5
37821,2
37826,5
37827,1
37831,4
37832,2
30106,3
37837,2
37838,1
37845,5
37847,1
37848,4
37851,4
37859,5
37860,1
37861,3
37862,4
37864,5
37865,4
37868,1
37870,2
34086,5
37875,2
37882,4
37891,5
37892,3
37912,2
37918,3
37921,3
37923,3
37933,5
37936,5
37937,2
37938,4
37948,1
37934,1
37955,1
37957,4
33468,3
37968,1
37969,4
7529,2
37973,2
8513,4
51813,3
37976,3
37986,3
37989,5
37991,2
37995,2
37998,4
38008,5
38010,4
38013,2
38016,4
38020,1
38023,2
38025,5
38027,2
38029,5
38030,1
38031,5
6410,4
38044,2
38049,3
38055,4
21705,3
38063,3
5961,3
38068,2
38080,1
38081,5
38083,3
38084,4
38089,2
38092,3
38094,5
38095,3
38096,4
38098,3
38102,1
38105,1
38108,5
38109,3
38111,5
36974,4
38115,3
33211,5
38123,2
38124,2
38125,3
38133,4
38136,2
38137,5
38142,2
38144,4
34602,1
38146,5
38148,5
38150,2
38153,3
38154,4
38157,2
38163,4
55018,3
38174,1
38175,3
38176,1
38178,3
38179,1
38180,4
34858,3
38193,4
38201,1
38211,2
38214,2
38217,5
38222,4
38231,5
38203,2
38236,1
38237,4
38241,2
5673,2
38247,2
38252,1
36907,5
38256,4
38258,4
38261,5
35146,5
38270,4
38275,2
38276,4
38279,2
38283,1
38284,5
38285,5
38287,3
38288,1
38290,2
38292,4
38294,3
38297,5
38301,2
38303,5
38160,1
38314,5
38322,1
38324,5
38326,4
38341,5
38345,5
36755,2
38349,2
38350,4
38351,1
38352,3
38343,2
38357,1
38358,1
16553,5
38364,2
38367,5
38373,1
38375,1
38379,3
38380,3
38381,5
27374,3
38384,3
38385,5
5314,2
38390,4
38392,2
30948,5
38401,3
38404,5
38416,2
33881,2
6260,3
12750,3
38399,4
8748,5
36887,1
38428,3
38429,2
38430,4
38432,3
38434,5
38435,1
38132,1
38423,2
38443,4
38447,1
26784,1
38450,1
37471,2
35022,4
38459,4
38460,1
38462,1
38465,1
38466,5
38468,4
38477,3
38480,5
38481,1
6840,1
38483,3
38485,2
38490,1
38493,2
38494,1
38496,4
38498,1
38501,4
38504,3
5641,1
38511,3
38513,5
38515,2
38521,1
38525,1
6466,2
38527,4
5078,5
38528,1
38532,1
38543,5
38550,1
6540,5
38557,5
8545,1
38561,4
38562,5
38565,1
38567,3
38576,5
38581,2
37671,1
38590,5
38591,2
38592,2
38593,4
38596,4
38597,1
38601,1
38602,1
40800,3
38604,3
38605,3
38606,3
38608,2
6182,2
38618,3
38621,4
37557,2
38627,1
38629,5
38632,4
38635,1
38643,4
7281,4
4942,5
49654,3
38648,4
38650,5
38652,3
6005,2
38654,3
38656,3
38659,5
38660,5
38663,5
38664,3
38646,1
21003,1
38670,1
38672,2
38674,4
38681,3
38682,4
38683,2
38687,4
38691,2
38692,1
38693,2
38696,3
38702,3
38704,4
38706,3
38709,3
38716,3
38718,2
38724,5
7778,1
38728,5
38729,5
38732,5
35126,5
38735,1
34307,1
38740,3
38743,5
38749,2
35448,4
38754,5
36235,4
38431,2
38758,3
38762,1
38765,4
10248,3
38770,1
38772,5
5270,2
38439,5
38777,3
38778,5
38779,1
38780,2
38783,2
38786,1
6962,2
38793,1
38798,2
38799,5
36572,2
38800,5
38803,3
38805,2
38806,3
38809,3
38814,5
38815,2
38821,2
38823,1
38827,4
38828,3
28543,5
38829,2
38839,1
38843,5
38844,4
35491,5
38851,5
38853,5
33758,4
38856,5
56077,3
29187,1
38860,3
38864,1
38871,1
38872,1
4964,3
38874,4
38876,1
38885,2
38888,2
38890,4
38892,3
38897,2
38898,2
38908,4
38912,1
35767,2
38924,2
38929,1
38933,4
38936,4
38945,4
38947,4
38950,1
38951,1
38953,2
38954,3
38940,4
37597,4
4993,5
38963,3
38964,5
38969,2
38972,4
38973,1
25458,5
38979,2
34601,1
38984,3
38988,2
4919,3
38996,3
39000,2
34926,5
39001,1
39004,4
39006,2
39010,4
39011,2
39017,2
39018,5
39019,2
39020,2
39024,5
39025,4
38882,1
39028,3
39030,3
39031,1
39032,2
37365,4
39046,1
39049,3
39053,2
7266,4
39065,3
39068,4
39069,4
39081,4
39085,2
39086,5
39088,4
39099,5
39100,2
34890,2
39102,1
39105,2
39112,1
38990,2
39122,5
39123,2
39124,3
39126,4
39127,2
39128,4
39132,4
39141,2
39142,4
39143,1
12668,1
39161,5
35099,3
39168,3
39002,4
39157,2
39171,5
39176,2
39181,4
36504,5
39183,1
39187,2
39188,5
39191,4
39193,1
39196,3
39198,3
39201,1
39602,1
39208,1
39209,3
39213,5
39216,3
39149,3
8884,1
37636,3
35198,2
39225,1
39233,4
39234,4
39239,5
5187,5
39251,1
39254,4
39256,2
39257,3
39259,3
39260,2
39263,5
39267,3
35256,5
39253,3
39276,2
39277,1
39279,5
39280,1
39278,5
39285,5
39288,4
39292,4
39293,2
39294,1
39295,5
39296,1
39300,4
39302,3
39303,4
10605,3
4265,2
39310,1
39311,2
39315,4
15072,4
39319,3
39323,2
39326,3
39328,5
39329,5
39330,1
39331,2
39332,1
39334,5
39335,1
39337,4
39338,2
39339,2
39312,1
39341,2
39342,2
39347,5
39350,3
39352,2
39356,5
39357,4
39358,5
39361,5
39211,4
39367,5
39344,4
39368,2
39369,3
36759,2
39375,1
39379,2
39380,4
39382,1
39387,5
39388,4
39394,4
39410,2
39411,2
39412,4
22286,3
37794,4
39422,5
39423,1
39424,3
4935,1
39426,3
39430,5
9065,3
37310,2
39434,3
39440,5
39441,3
39443,4
39445,1
39447,4
39450,3
39451,5
39455,2
36705,4
39459,3
39463,1
39465,5
39466,1
39467,2
39468,3
39469,4
38673,5
39480,1
39481,2
5739,5
39487,3
39491,5
39495,5
39501,1
27951,2
39502,2
39503,3
39507,3
39509,4
36866,1
39512,4
13175,1
39530,2
24117,5
39534,3
39543,1
36879,5
39544,4
39548,2
39549,2
39550,2
39553,4
39554,5
39560,2
39565,1
39566,3
39572,4
39573,4
39569,3
39578,3
39581,5
53254,1
39587,2
39588,2
39593,5
39597,2
39600,2
39603,5
39607,1
39609,4
39421,1
39476,2
39610,4
39612,1
39614,4
7925,3
39624,1
39627,1
34240,5
39628,4
39631,5
39638,2
39639,4
39640,2
39648,5
36547,5
39649,3
39653,5
39655,1
39658,5
39663,1
39664,5
39667,5
39669,4
39671,4
39672,5
39675,5
39673,5
39678,4
39681,5
39683,1
37017,4
39687,1
39690,2
39691,5
39692,5
5711,1
39695,2
39698,3
39703,4
37115,2
39707,1
17205,5
39723,2
37131,2
39725,2
39731,3
39732,2
7609,1
39734,4
39719,1
39747,4
39750,2
39752,4
39753,4
39756,5
39759,2
39766,3
39768,2
39769,5
39770,3
34583,1
39781,1
37403,1
39791,2
39795,4
39797,3
39801,1
39804,5
39806,5
39808,4
39809,2
39810,3
39813,1
39814,4
39815,1
39817,5
35335,3
39821,2
39824,5
39833,4
39835,2
39836,3
39643,1
39842,4
39843,3
38097,4
35830,4
39845,2
39846,4
4901,5
39852,1
39856,4
39857,5
39862,2
27054,4
39866,2
39868,2
39870,3
39872,1
39873,2
39874,1
39876,3
39879,1
39880,1
39881,4
39886,1
39888,3
39892,5
39894,1
39898,4
37474,4
39902,5
39905,2
39908,4
39909,4
37533,5
39912,4
39223,5
39915,3
39919,2
39920,1
39899,3
39922,4
36872,4
39936,1
39938,5
38720,1
39941,5
31887,3
45407,2
39947,1
39948,5
39949,3
19842,3
39952,2
39954,1
39957,3
39958,1
39959,3
39964,5
39968,1
39969,5
39970,3
39306,2
39972,2
37245,5
39979,2
39980,1
39983,5
36675,3
39986,2
38099,4
39987,1
39989,5
39995,5
39996,3
39998,5
39999,4
40001,3
40005,2
5694,3
40008,5
40011,2
40012,2
40013,2
58911,1
40021,5
40022,1
40023,5
40024,2
21710,5
40027,5
40028,5
38726,2
40032,2
40034,1
40029,3
40037,1
40038,5
6030,5
40043,2
40048,3
40050,2
40051,5
40054,1
40055,4
40064,2
40067,3
36462,3
40072,2
40073,1
40074,2
40076,3
40077,4
40078,2
40079,5
40082,3
40083,4
40084,3
40085,2
40086,4
40088,3
40090,1
40093,5
40095,1
40096,4
40100,2
40101,4
40102,4
40105,4
40108,4
40112,3
40115,4
10405,5
40118,4
38998,2
40123,5
35978,2
40126,5
40127,3
40128,2
40145,5
40154,3
40155,2
40170,2
40172,2
40181,1
40185,4
40187,1
40192,3
40178,4
40195,5
40198,3
34734,4
40203,3
40207,3
40214,5
40217,3
40221,2
40223,3
40224,4
40229,1
40239,2
40244,2
40247,4
39937,4
9363,4
40255,4
35433,4
40261,4
40268,1
40270,5
40271,4
35411,3
40278,3
7395,5
40282,5
40284,2
40266,4
40285,2
40287,2
40289,1
40290,1
40293,2
40294,2
40298,2
40286,1
40305,5
40313,5
31598,5
40314,1
40319,2
40320,1
40321,4
33457,3
40328,2
40330,3
40331,5
40332,2
40333,5
40343,5
40346,5
40347,1
40349,4
40352,4
40355,1
40356,4
40357,3
58767,2
40362,4
25610,2
40370,2
40375,5
40376,4
40381,3
40382,3
40361,4
40367,4
40385,4
36665,2
40395,3
40397,3
40398,4
40020,4
40404,3
40409,5
40413,2
40417,3
40422,5
40421,1
53563,4
40428,2
35259,2
40430,3
40432,5
40436,5
40438,5
37869,2
40449,1
40452,1
40458,2
40466,2
40467,1
37306,3
40479,3
40481,2
40482,4
40485,5
40487,5
37648,1
40494,1
13228,3
38393,3
40329,3
40500,3
40503,4
40516,4
40519,4
40525,2
40529,4
40508,2
40532,1
40538,5
38641,3
40542,2
40543,2
40548,1
37506,5
40550,4
39252,5
40553,3
40555,1
5577,3
40560,5
40561,5
40566,1
35399,1
40569,4
40570,5
40575,4
40576,5
40579,3
40581,1
40585,5
38707,1
40586,1
40590,4
40597,3
40600,3
40601,3
40602,5
40603,1
40605,1
40607,4
40608,4
40615,5
40323,1
40577,3
39604,1
40630,4
40632,1
40634,3
40639,4
40649,5
40650,5
40653,1
31912,2
33385,5
40657,4
40659,2
34739,4
40664,5
40665,5
40666,1
40667,4
40670,3
40673,2
40674,4
40676,2
40682,4
40686,5
40687,5
40694,1
5843,1
40698,2
40704,4
40705,2
35460,4
40709,1
